month,count
2018-10,404
2018-07,286
2018-09,185
2018-05,178
2018-12,313
2018-03,49
2018-04,95
2018-11,575
2018-08,401
2018-06,322
2019-11,364
2019-06,162
2019-01,247
2019-08,193
2019-03,81
2019-02,173
2019-12,815
2019-10,166
2019-09,177
2019-07,158
2019-05,90
2020-02,1911
2020-05,2174
2020-12,20347
2020-10,5594
2020-09,5467
2020-07,3881
2020-11,11053
2020-06,1993
2020-01,622
2020-08,3617
2020-04,4058
2020-03,4586
2021-03,7801
2021-01,20180
2021-02,20455
