month,count
2018-10,12
2018-07,12
2018-09,17
2018-05,11
2018-12,19
2018-03,11
2018-04,15
2018-11,20
2018-08,13
2018-06,19
2019-11,33
2019-06,32
2019-01,20
2019-08,55
2019-03,11
2019-02,23
2019-12,54
2019-10,30
2019-09,46
2019-07,44
2019-05,17
2020-02,48
2020-05,84
2020-12,101
2020-10,128
2020-09,113
2020-07,105
2020-11,99
2020-06,102
2020-01,53
2020-08,93
2020-04,78
2020-03,96
2021-03,73
2021-01,114
2021-02,74
