month,count
2018-10,394
2018-07,383
2018-09,341
2018-05,431
2018-12,535
2018-03,261
2018-04,348
2018-11,429
2018-08,412
2018-06,423
2019-11,849
2019-06,567
2019-01,502
2019-08,664
2019-03,161
2019-02,453
2019-12,765
2019-10,560
2019-09,703
2019-07,650
2019-05,338
2020-02,977
2020-05,1013
2020-12,1293
2020-10,1508
2020-09,1491
2020-07,1440
2020-11,1219
2020-06,954
2020-01,1048
2020-08,1583
2020-04,969
2020-03,1244
2021-03,800
2021-01,1291
2021-02,963
