month,count
2018-10,793
2018-07,696
2018-09,584
2018-05,754
2018-12,930
2018-03,488
2018-04,716
2018-11,889
2018-08,717
2018-06,695
2019-11,1848
2019-06,1178
2019-01,1033
2019-08,1866
2019-03,430
2019-02,1127
2019-12,1658
2019-10,1448
2019-09,2234
2019-07,1402
2019-05,748
2020-02,2118
2020-05,2281
2020-12,2387
2020-10,3671
2020-09,3673
2020-07,3479
2020-11,2192
2020-06,2081
2020-01,1822
2020-08,3480
2020-04,2770
2020-03,5123
2021-03,1591
2021-01,2533
2021-02,2054
