month,count
2018-10,51
2018-07,70
2018-09,61
2018-05,56
2018-12,42
2018-03,11
2018-04,28
2018-11,47
2018-08,75
2018-06,78
2019-11,59
2019-06,62
2019-01,65
2019-08,53
2019-03,15
2019-02,49
2019-12,52
2019-10,51
2019-09,47
2019-07,72
2019-05,20
2020-02,47
2020-05,66
2020-12,136
2020-10,126
2020-09,97
2020-07,85
2020-11,168
2020-06,85
2020-01,65
2020-08,96
2020-04,75
2020-03,67
2021-03,68
2021-01,205
2021-02,112
